Date,Open,High,Low,Close,Adj Close,Volume
2000-01-20,1300.000000,1300.000000,1300.000000,1300.000000,921.588928,200
2000-01-21,1300.000000,1300.000000,1300.000000,1300.000000,921.588928,200
2000-01-24,1300.000000,1300.000000,1300.000000,1300.000000,921.588928,1200
2000-01-25,1050.000000,1300.000000,1050.000000,1050.000000,744.360229,0
2000-01-26,1175.000000,1300.000000,1175.000000,1175.000000,832.974670,0
2000-01-27,1235.000000,1300.000000,1235.000000,1235.000000,875.509583,0
2000-01-28,1300.000000,1300.000000,1300.000000,1300.000000,921.588928,600
2000-01-31,1050.000000,1300.000000,1050.000000,1050.000000,744.360229,0
2000-02-01,1050.000000,1300.000000,1050.000000,1050.000000,744.360229,0
2000-02-02,1060.000000,1300.000000,1060.000000,1060.000000,751.449280,0
2000-02-03,1060.000000,1300.000000,1060.000000,1060.000000,751.449280,0
2000-02-04,1060.000000,1250.000000,1060.000000,1060.000000,751.449280,0
2000-02-07,1060.000000,1250.000000,1060.000000,1060.000000,751.449280,0
2000-02-08,1150.000000,1250.000000,1150.000000,1150.000000,815.251648,0
2000-02-09,1155.000000,1200.000000,1155.000000,1155.000000,818.796265,0
2000-02-10,1160.000000,1200.000000,1160.000000,1160.000000,822.340759,0
2000-02-11,1160.000000,1160.000000,1160.000000,1160.000000,822.340759,0
2000-02-14,1000.000000,1200.000000,1000.000000,1000.000000,708.914490,0
2000-02-15,1050.000000,1200.000000,1050.000000,1050.000000,744.360229,0
2000-02-16,1050.000000,1200.000000,1050.000000,1050.000000,744.360229,0
2000-02-17,1050.000000,1200.000000,1050.000000,1050.000000,744.360229,0
2000-02-18,1050.000000,1050.000000,1050.000000,1050.000000,744.360229,200
2000-02-21,1200.000000,1200.000000,1200.000000,1200.000000,850.697388,1400
2000-02-22,1200.000000,1200.000000,1200.000000,1200.000000,850.697388,1200
2000-02-23,1000.000000,1200.000000,1000.000000,1000.000000,708.914490,0
2000-02-24,1010.000000,1200.000000,1010.000000,1010.000000,716.003662,0
2000-02-25,1150.000000,1170.000000,1150.000000,1150.000000,815.251648,0
2000-02-28,1160.000000,1160.000000,1050.000000,1050.000000,744.360229,1200
2000-02-29,1060.000000,1200.000000,1060.000000,1060.000000,751.449280,0
2000-03-01,1500.000000,1500.000000,1500.000000,1500.000000,1063.371826,200
2000-03-02,1500.000000,1500.000000,1500.000000,1500.000000,1063.371826,0
2000-03-03,1500.000000,1500.000000,1500.000000,1500.000000,1063.371826,0
2000-03-06,1100.000000,1500.000000,1100.000000,1100.000000,779.805969,0
2000-03-07,1305.000000,1305.000000,1305.000000,1305.000000,925.133301,200
2000-03-08,1100.000000,1500.000000,1100.000000,1100.000000,779.805969,0
2000-03-09,1100.000000,1500.000000,1100.000000,1100.000000,779.805969,0
2000-03-10,1100.000000,1500.000000,1100.000000,1100.000000,779.805969,0
2000-03-13,1100.000000,1100.000000,1100.000000,1100.000000,779.805969,0
2000-03-14,1100.000000,1100.000000,1100.000000,1100.000000,797.940918,0
2000-03-15,1100.000000,1275.000000,1100.000000,1100.000000,797.940918,0
2000-03-16,1100.000000,1350.000000,1100.000000,1100.000000,797.940918,0
2000-03-17,1100.000000,1350.000000,1100.000000,1100.000000,797.940918,0
2000-03-20,1100.000000,1100.000000,1100.000000,1100.000000,797.940918,0
2000-03-21,1275.000000,1275.000000,1275.000000,1275.000000,924.886169,200
2000-03-22,1275.000000,1275.000000,1275.000000,1275.000000,924.886169,400
2000-03-23,1425.000000,1500.000000,1425.000000,1425.000000,1033.696045,0
2000-03-24,1460.000000,1500.000000,1460.000000,1500.000000,1088.101440,600
2000-03-27,1495.000000,1495.000000,1495.000000,1495.000000,1084.474365,200
2000-03-28,1495.000000,1495.000000,1495.000000,1495.000000,1084.474365,200
2000-03-29,1450.000000,1485.000000,1450.000000,1450.000000,1051.830933,0
2000-03-30,1450.000000,1450.000000,1450.000000,1450.000000,1051.830933,200
2000-03-31,1100.000000,1450.000000,1100.000000,1100.000000,797.940918,0
2000-04-03,1125.000000,1125.000000,1125.000000,1125.000000,816.075928,200
2000-04-04,1130.000000,1130.000000,1130.000000,1130.000000,819.702942,200
2000-04-05,1135.000000,1450.000000,1135.000000,1135.000000,823.329956,0
2000-04-06,1125.000000,1400.000000,1125.000000,1125.000000,816.075928,0
2000-04-07,1100.000000,1150.000000,1100.000000,1100.000000,797.940918,0
2000-04-10,1100.000000,1100.000000,1100.000000,1100.000000,797.940918,200
2000-04-11,1100.000000,1100.000000,1100.000000,1100.000000,797.940918,800
2000-04-12,1000.000000,1050.000000,1000.000000,1000.000000,725.400940,0
2000-04-13,1050.000000,1050.000000,1000.000000,1000.000000,725.400940,1000
2000-04-14,1000.000000,1050.000000,1000.000000,1005.000000,729.027954,1000
2000-04-17,900.000000,1100.000000,900.000000,900.000000,652.860779,0
2000-04-18,950.000000,1100.000000,950.000000,950.000000,689.130859,0
2000-04-19,900.000000,1100.000000,900.000000,900.000000,652.860779,0
2000-04-20,1000.000000,1100.000000,1000.000000,1000.000000,725.400940,0
2000-04-21,1050.000000,1050.000000,1050.000000,1050.000000,761.670959,1800
2000-04-24,1000.000000,1095.000000,1000.000000,1000.000000,725.400940,0
2000-04-25,1050.000000,1050.000000,1050.000000,1050.000000,761.670959,200
2000-04-26,1050.000000,1050.000000,1050.000000,1050.000000,761.670959,600
2000-04-27,1050.000000,1095.000000,1050.000000,1050.000000,761.670959,0
2000-04-28,1050.000000,1095.000000,1050.000000,1050.000000,761.670959,0
2000-05-01,850.000000,1095.000000,850.000000,850.000000,616.590698,0
2000-05-02,950.000000,1095.000000,950.000000,950.000000,689.130859,0
2000-05-03,950.000000,950.000000,950.000000,950.000000,689.130859,0
2000-05-04,950.000000,950.000000,950.000000,950.000000,689.130859,0
2000-05-05,950.000000,950.000000,950.000000,950.000000,689.130859,0
2000-05-08,1000.000000,1145.000000,1000.000000,1000.000000,725.400940,0
2000-05-09,1000.000000,1000.000000,1000.000000,1000.000000,725.400940,0
2000-05-10,975.000000,1050.000000,975.000000,975.000000,707.265869,0
2000-05-11,975.000000,1050.000000,975.000000,975.000000,707.265869,0
2000-05-12,975.000000,1000.000000,975.000000,975.000000,707.265869,0
2000-05-15,955.000000,955.000000,955.000000,955.000000,692.757935,200
2000-05-16,975.000000,1000.000000,975.000000,975.000000,707.265869,0
2000-05-17,975.000000,1000.000000,975.000000,975.000000,707.265869,0
2000-05-18,975.000000,1000.000000,975.000000,975.000000,707.265869,0
2000-05-19,975.000000,1000.000000,975.000000,975.000000,707.265869,0
2000-05-22,985.000000,985.000000,985.000000,985.000000,714.519958,600
2000-05-23,1005.000000,1005.000000,950.000000,950.000000,689.130859,1400
2000-05-24,850.000000,1050.000000,850.000000,850.000000,616.590698,0
2000-05-25,850.000000,1000.000000,850.000000,850.000000,616.590698,0
2000-05-26,925.000000,1000.000000,925.000000,925.000000,670.995728,0
2000-05-29,1000.000000,1000.000000,1000.000000,1000.000000,725.400940,200
2000-05-30,1000.000000,1000.000000,1000.000000,1000.000000,725.400940,0
2000-05-31,1000.000000,1000.000000,1000.000000,1000.000000,725.400940,200
2000-06-01,805.000000,1050.000000,805.000000,805.000000,583.947693,0
2000-06-02,975.000000,1050.000000,975.000000,975.000000,707.265869,0
2000-06-05,975.000000,1000.000000,975.000000,975.000000,707.265869,0
2000-06-06,975.000000,1000.000000,975.000000,975.000000,707.265869,0
2000-06-07,975.000000,1000.000000,975.000000,975.000000,707.265869,0
2000-06-08,975.000000,1000.000000,975.000000,975.000000,707.265869,0
2000-06-09,975.000000,1000.000000,975.000000,975.000000,707.265869,0
2000-06-12,975.000000,1000.000000,975.000000,975.000000,707.265869,0
2000-06-13,975.000000,1000.000000,975.000000,975.000000,707.265869,0
2000-06-14,985.000000,1000.000000,985.000000,985.000000,714.519958,0
2000-06-15,990.000000,990.000000,990.000000,990.000000,718.146912,200
2000-06-16,990.000000,1000.000000,990.000000,990.000000,718.146912,0
2000-06-19,1000.000000,1000.000000,995.000000,995.000000,721.773987,400
2000-06-20,1025.000000,1050.000000,1025.000000,1050.000000,761.670959,1400
2000-06-21,1050.000000,1050.000000,1050.000000,1050.000000,761.670959,1400
2000-06-22,1050.000000,1050.000000,1050.000000,1050.000000,761.670959,1000
2000-06-23,1050.000000,1400.000000,1050.000000,1050.000000,761.670959,0
2000-06-26,1225.000000,1225.000000,1225.000000,1225.000000,888.616150,200
2000-06-27,1225.000000,1225.000000,1225.000000,1225.000000,888.616150,800
2000-06-28,1225.000000,1225.000000,1225.000000,1225.000000,888.616150,400
2000-06-29,1225.000000,1250.000000,1225.000000,1225.000000,888.616150,0
2000-06-30,1235.000000,1235.000000,1235.000000,1235.000000,895.869934,200
2000-07-03,1135.000000,1235.000000,1135.000000,1135.000000,823.329956,0
2000-07-04,1235.000000,1235.000000,1235.000000,1235.000000,895.869934,200
2000-07-05,1235.000000,1235.000000,1235.000000,1235.000000,895.869934,400
2000-07-06,950.000000,1400.000000,950.000000,950.000000,689.130859,0
2000-07-07,1225.000000,1225.000000,1225.000000,1225.000000,888.616150,200
2000-07-10,950.000000,1400.000000,950.000000,950.000000,689.130859,0
2000-07-11,1000.000000,1400.000000,1000.000000,1000.000000,725.400940,0
